Deal_ID,Initial_Group,screen_group,Initial_Treatment_Indicator,Source_File,Cross_File_Key,Overlap_Flag,Duplicate_Flag,dup_drop,overlap_resolution_note,same_firm_year_note,Announced_Date,Completion_Date,Completion_Year,Deal_Status,Deal_Headline,Deal_Subtype_Level_3,Deal_Country_s,Acquirer_Raw,Acquirer_Normalized,Target_Raw,Target_Normalized,Deal_Value_USD_m,Financial_Currency,Financial_Data_Status,Patent_Data_Status,Multiple_Deal_Acquirer,text_innov_hits,text_alt_hits,text_lean,Provisional_Classification,Provisional_Confidence,Requires_Human_Review,has_fin,has_pat,eligible_strict,eligible_broad
CTL-0094,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,spectris acquires concept life sciences for,No,No,False,,,2018-01-26,2018-01-26,2018,Completed,Spectris Acquires Concept Life Sciences for USD232 Million,100% Acquisition,United Kingdom,Spectris Plc,spectris,Concept Life Sciences Ltd,concept life sciences,232.0,,Not collected,Not collected,No,3,2,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0095,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,eurofins scientific acquires selcia,No,No,False,,,2018-01-25,2018-01-25,2018,Completed,Eurofins Scientific Acquires Selcia,100% Acquisition,United Kingdom,Eurofins Scientific SE,eurofins scientific,Eurofins Selcia Ltd,eurofins selcia,,,Not collected,Not collected,Yes,3,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0096,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,usv acquires juta pharma,No,No,False,,,2018-01-22,2018-03-26,2018,Completed,USV Acquires Juta Pharma,100% Acquisition,Germany,USV Pvt Ltd,usv pvt,Juta Pharma GmbH,juta pharma,,EUR,Partial,Partial event window — 6/7 years covered,No,0,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,True,True,True,True
CTL-0097,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,charles river labs acquires kws biotest for,No,No,False,,,2018-01-11,2018-01-11,2018,Completed,Charles River Labs Acquires KWS BioTest for USD24.3 Million,100% Acquisition,United Kingdom,Charles River Laboratories International Inc,charles river laboratories international,KWS BioTest Ltd,kws biotest,24.0,,Not collected,Not collected,Yes,6,4,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0098,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,takeda pharma acquires tigenix for,Yes,No,False,,,2018-01-05,2018-07-31,2018,Completed,Takeda Pharma Acquires TiGenix for USD626.4 Million,100% Acquisition,Belgium,Takeda Pharmaceutical Co Ltd,takeda pharmaceutical,TiGenix NV,tigenix,626.0,,Not collected,Not collected,Yes,1,4,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0099,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,dermapharm acquires strathmann,No,No,False,,,2018-01-04,2018-01-04,2018,Completed,Dermapharm Acquires Strathmann,100% Acquisition,Germany,Dermapharm AG,dermapharm,Strathmann GmbH & Co KG,strathmann kg,,,Not collected,Not collected,Yes,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0100,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,curida acquires as produksjonslab from serviceproduksjon,No,No,False,,,2018-01-03,2018-01-03,2018,Completed,Curida Acquires As Produksjonslab from Serviceproduksjon,100% Acquisition,Norway,Curida AS,curida,As Produksjonslab AS,produksjonslab,,,Not collected,Not collected,No,0,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0101,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,summit therapeutics acquires discuva for,No,No,False,,,2017-12-23,2017-12-23,2017,Completed,Summit Therapeutics Acquires Discuva for USD13.3 Million,100% Acquisition,United Kingdom,Summit Therapeutics Inc,summit therapeutics,Discuva Ltd,discuva,13.0,,Not collected,Not collected,No,9,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0102,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,royal dsm acquires biocare copenhagen,No,No,False,,,2017-12-22,2017-12-22,2017,Completed,Royal DSM Acquires Biocare Copenhagen,100% Acquisition,Denmark,DSM-Firmenich AG,dsm firmenich,Biocare Copenhagen AS,biocare copenhagen,,,Not collected,Not collected,No,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0103,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,millendo therapeutics acquires alize pharma,No,No,False,,,2017-12-20,2017-12-20,2017,Completed,Millendo Therapeutics Acquires Alize Pharma,100% Acquisition,France,Tempest Therapeutics Inc,tempest therapeutics,Alize Pharma,alize pharma,,,Not collected,Not collected,No,3,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0104,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,immunoprecise antibodies acquires modiquest research for,No,No,False,,,2017-12-07,2018-04-06,2018,Completed,ImmunoPrecise Antibodies Acquires Modiquest Research for USD8.3 Million,Majority Acquisition,The Netherlands,MindWalk Holdings Corp,mindwalk,Modiquest Research BV; Immulease BV,modiquest research immulease,8.0,,Not collected,Not collected,No,8,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0105,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,karolinska development divests certain stake in bioarctic for,No,No,False,,,2017-11-06,2017-11-06,2017,Completed,Karolinska Development Divests Certain Stake in BioArctic for USD4 Million,Minority Acquisition,Sweden,Undisclosed,undisclosed,BioArctic AB,bioarctic ab,4.0,,Not collected,Not collected,Yes,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0106,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,almac acquires 100 stake in bioclin research laboratories,No,No,False,,,2017-11-01,2017-11-01,2017,Completed,Almac Acquires 100% Stake in Bioclin Research Laboratories,100% Acquisition,Ireland,Almac Group Ltd,almac,Bioclin Research Laboratories Ltd,bioclin research laboratories,,,Not collected,Not collected,No,2,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0107,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,aviragen therapeutics completes merger with vaxart,No,No,False,,,2017-10-30,2018-02-13,2018,Completed,Aviragen Therapeutics Completes Merger With Vaxart,,United States,Vaxart Inc,vaxart,Vaxart Inc; Vaxart Inc,vaxart vaxart,27.0,EUR,Complete,Complete event window — 7/7 years covered,No,7,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,True,True,False,True
CTL-0108,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,concept life sciences acquires aquila biomedical,No,No,False,,,2017-10-30,2017-10-30,2017,Completed,Concept Life Sciences Acquires Aquila BioMedical,100% Acquisition,United Kingdom,Concept Life Sciences Ltd,concept life sciences,Aquila BioMedical Ltd,aquila biomedical,,,Not collected,Not collected,No,5,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0109,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,novartis acquires advanced accelerator applications for,No,No,False,,,2017-10-30,2018-01-22,2018,Completed,Novartis Acquires Advanced Accelerator Applications for USD3.9 Billion,100% Acquisition,France,Novartis AG,novartis,Advanced Accelerator Applications SA,advanced accelerator applications,3900.0,,Not collected,Not collected,No,2,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0110,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,fosun pharma acquire 100 stake in tridem pharma,No,No,False,,,2017-10-27,2017-12-13,2017,Completed,Fosun Pharma Acquire 100% Stake in Tridem Pharma,100% Acquisition,France,Fosun Pharmaceutical AG,fosun pharmaceutical,Tridem Pharma,tridem pharma,74.0,,Not collected,Not collected,No,0,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0111,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,karolinska development sells its stake in xspray pharma for,No,No,False,,,2017-10-27,2017-10-27,2017,Completed,Karolinska Development Sells its Stake in Xspray Pharma for USD1.6 Million,Minority Acquisition,Sweden,Undisclosed,undisclosed,Xspray Pharma AB,xspray pharma ab,2.0,,Not collected,Not collected,Yes,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0112,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,ever pharma acquires pharmagen,No,No,False,,,2017-10-23,2017-10-23,2017,Completed,EVER Pharma Acquires Pharmagen,100% Acquisition,Czech Republic,EVER Neuro Pharma GmbH,ever neuro pharma,"PHARMAGEN CZ, sro",pharmagen cz sro,,,Not collected,Not collected,Yes,2,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0113,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,eurocept pharma acquires lucane pharma,No,No,False,,,2017-10-20,2017-10-20,2017,Completed,Eurocept Pharma Acquires Lucane Pharma,100% Acquisition,France,Eurocept Pharmaceuticals,eurocept pharmaceuticals,Lucane Pharma SA,lucane pharma,,,Not collected,Not collected,No,0,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0114,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,vir biotechnology acquires humabs biomed,No,No,False,,,2017-10-18,2017-10-18,2017,Completed,Vir Biotechnology Acquires Humabs BioMed,100% Acquisition,Switzerland,Vir Biotechnology Inc,vir biotechnology,Humabs BioMed SA,humabs biomed,,,Not collected,Not collected,No,10,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0115,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,cryolife acquires jotec,No,No,False,,,2017-10-10,2017-12-01,2017,Completed,CryoLife Acquires JOTEC,100% Acquisition,Switzerland,Artivion Inc,artivion,JOTEC AG,jotec,225.0,,Not collected,Not collected,No,2,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0116,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,precision for medicine acquires epiontis,No,No,False,,,2017-10-04,2017-10-04,2017,Completed,Precision for Medicine Acquires Epiontis,100% Acquisition,Germany,Precision Medicine Group LLC,precision medicine,Epiontis GmbH,epiontis,,,Not collected,Not collected,No,3,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0117,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,evotec acquires minority stake in exscientia for,No,No,False,,,2017-09-28,2017-09-28,2017,Completed,Evotec Acquires Minority Stake in Exscientia for USD17.6 Million,Minority Acquisition,United Kingdom,Evotec SE,evotec,Exscientia Plc,exscientia,18.0,,Not collected,Not collected,Yes,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0118,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,ergomed acquires psr group for,No,No,False,,,2017-09-28,2017-10-02,2017,Completed,Ergomed Acquires PSR Group for USD6.7 Million,100% Acquisition,The Netherlands,Ergomed Group Ltd,ergomed,Ergomed BV,ergomed,7.0,,Not collected,Not collected,No,2,2,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0119,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,genoway acquires axenis,No,No,False,,,2017-09-25,2017-09-25,2017,Completed,genOway Acquires Axenis,100% Acquisition,France,genOway SA,genoway,AXENIS SAS,axenis,,,Not collected,Not collected,No,8,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0120,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,levrett acquires nuformix in reverse takeover transaction,No,No,False,,,2017-09-15,2017-10-13,2017,Completed,Levrett Acquires Nuformix in Reverse Takeover Transaction,Reverse Acquisition,United Kingdom,Nuformix Plc,nuformix,Nuformix Plc,nuformix,16.0,,Not collected,Not collected,No,4,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,False
CTL-0121,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,cmc contrast acquires oncoral pharma,No,No,False,,,2017-09-14,2017-09-14,2017,Completed,CMC Contrast Acquires Oncoral Pharma,100% Acquisition,Denmark,Ascelia Pharma AB,ascelia pharma ab,Oncoral Pharma ApS,oncoral pharma aps,,,Not collected,Not collected,No,2,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0122,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,invicro acquires imanova,No,No,False,,,2017-09-12,2017-09-12,2017,Completed,inviCRO Acquires Imanova,100% Acquisition,United Kingdom,Invicro LLC,invicro,Imanova Ltd,imanova,,,Not collected,Not collected,No,2,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
